Impfdatum;IdLandkreis;Altersgruppe;Impfschutz;Anzahl
2021-03-02;8125;60+;2;7
2021-03-04;8125;18-59;1;16
2021-03-04;8125;18-59;2;72
2021-03-04;8125;60+;1;298
2021-03-04;8125;60+;2;71
2021-03-05;8125;18-59;1;10
2021-03-05;8125;18-59;2;23
2021-03-05;8125;60+;1;159
2021-03-05;8125;60+;2;130
2021-03-06;8125;18-59;1;584
2021-03-06;8125;60+;1;82
2021-03-07;8125;18-59;1;556
2021-03-07;8125;18-59;2;6
2021-03-07;8125;60+;1;57
2021-03-07;8125;60+;2;26
2021-03-08;8125;18-59;1;43
2021-03-08;8125;60+;1;544
2021-03-09;8125;18-59;1;16
2021-03-10;8125;18-59;1;36
2021-03-10;8125;60+;1;5
2021-03-11;8125;18-59;1;15
2021-03-11;8125;60+;1;331
2021-01-22;8126;18-59;1;70
2021-01-22;8126;60+;1;116
2021-01-23;8126;18-59;1;50
2021-01-23;8126;60+;1;151
2021-01-24;8126;18-59;1;50
2021-01-24;8126;60+;1;153
2021-01-29;8126;18-59;1;63
2021-01-29;8126;60+;1;127
2021-01-30;8126;18-59;1;42
2021-01-30;8126;60+;1;151
2021-01-31;8126;18-59;1;77
2021-01-31;8126;60+;1;208
2021-02-05;8126;18-59;1;69
2021-02-05;8126;60+;1;99
2021-02-06;8126;18-59;1;35
2021-02-06;8126;60+;1;140
2021-02-07;8126;18-59;1;16
2021-02-07;8126;60+;1;138
2021-02-12;8126;18-59;1;48
2021-02-12;8126;18-59;2;53
2021-02-12;8126;60+;1;256
2021-02-12;8126;60+;2;33
2021-02-13;8126;18-59;1;36
2021-02-13;8126;18-59;2;28
2021-02-13;8126;60+;1;279
2021-02-13;8126;60+;2;87
2021-02-14;8126;18-59;1;13
2021-02-14;8126;18-59;2;49
2021-02-14;8126;60+;1;89
2021-02-14;8126;60+;2;167
2021-02-19;8126;18-59;1;29
2021-02-19;8126;18-59;2;66
2021-02-19;8126;60+;1;224
2021-02-19;8126;60+;2;112
2021-02-20;8126;18-59;1;155
2021-02-20;8126;18-59;2;19
2021-02-20;8126;60+;1;291
2021-02-20;8126;60+;2;107
2021-02-21;8126;18-59;1;51
2021-02-21;8126;18-59;2;75
2021-02-21;8126;60+;1;174
2021-02-21;8126;60+;2;260
2021-02-26;8126;18-59;1;8
2021-02-26;8126;18-59;2;43
2021-02-26;8126;60+;1;230
2021-02-26;8126;60+;2;29
2021-02-27;8126;18-59;1;454
2021-02-27;8126;18-59;2;43
2021-02-27;8126;60+;1;99
2021-02-27;8126;60+;2;97
2021-02-28;8126;18-59;1;323
2021-02-28;8126;18-59;2;38
2021-02-28;8126;60+;1;34
2021-02-28;8126;60+;2;237
2021-03-05;8126;18-59;1;299
2021-03-05;8126;18-59;2;23
2021-03-05;8126;60+;1;384
2021-03-05;8126;60+;2;13
2021-03-06;8126;18-59;1;445
2021-03-06;8126;18-59;2;24
2021-03-06;8126;60+;1;214
2021-03-06;8126;60+;2;177
2021-03-07;8126;18-59;1;407
2021-03-07;8126;18-59;2;47
2021-03-07;8126;60+;1;77
2021-03-07;8126;60+;2;424
2021-03-09;8126;18-59;1;24
2020-12-28;8127;18-59;1;135
2020-12-28;8127;60+;1;276
2020-12-29;8127;18-59;1;114
2020-12-29;8127;60+;1;239
2020-12-30;8127;18-59;1;81
2020-12-30;8127;60+;1;333
2020-12-31;8127;18-59;1;112
2020-12-31;8127;60+;1;289
2021-01-01;8127;18-59;1;83
2021-01-01;8127;60+;1;315
2021-01-02;8127;12-17;1;7
2021-01-02;8127;18-59;1;162
2021-01-02;8127;60+;1;342
2021-01-03;8127;18-59;1;90
2021-01-03;8127;60+;1;356
2021-01-04;8127;18-59;1;48
2021-01-04;8127;60+;1;280
2021-01-05;8127;18-59;1;104
2021-01-05;8127;60+;1;387
2021-01-06;8127;18-59;1;117
2021-01-06;8127;60+;1;373
2021-01-07;8127;18-59;1;87
2021-01-07;8127;60+;1;382
2021-01-08;8127;18-59;1;117
2021-01-08;8127;60+;1;395
2021-01-09;8127;18-59;1;115
2021-01-09;8127;60+;1;379
2021-01-10;8127;18-59;1;191
2021-01-10;8127;60+;1;432
2021-01-11;8127;12-17;1;5
2021-01-11;8127;18-59;1;93
2021-01-11;8127;60+;1;356
2021-01-12;8127;18-59;1;138
2021-01-12;8127;60+;1;384
2021-01-13;8127;18-59;1;103
2021-01-13;8127;60+;1;406
2021-01-14;8127;12-17;1;5
2021-01-14;8127;18-59;1;107
2021-01-14;8127;60+;1;446
2021-01-15;8127;18-59;1;170
2021-01-15;8127;60+;1;550
2021-01-16;8127;18-59;1;204
2021-01-16;8127;60+;1;464
2021-01-17;8127;18-59;1;179
2021-01-17;8127;60+;1;498
2021-01-18;8127;18-59;1;61
2021-01-18;8127;18-59;2;122
2021-01-18;8127;60+;1;418
2021-01-18;8127;60+;2;187
2021-01-19;8127;18-59;1;113
2021-01-19;8127;18-59;2;94
2021-01-19;8127;60+;1;408
2021-01-19;8127;60+;2;184
2021-01-20;8127;18-59;1;89
2021-01-20;8127;18-59;2;68
2021-01-20;8127;60+;1;364
2021-01-20;8127;60+;2;231
2021-01-21;8127;18-59;1;80
2021-01-21;8127;18-59;2;105
2021-01-21;8127;60+;1;264
2021-01-21;8127;60+;2;312
2021-01-22;8127;18-59;1;129
2021-01-22;8127;18-59;2;89
2021-01-22;8127;60+;1;443
2021-01-22;8127;60+;2;280
2021-01-23;8127;12-17;2;7
2021-01-23;8127;18-59;1;257
2021-01-23;8127;18-59;2;158
2021-01-23;8127;60+;1;385
2021-01-23;8127;60+;2;288
2021-01-24;8127;12-17;1;5
2021-01-24;8127;18-59;1;143
2021-01-24;8127;18-59;2;77
2021-01-24;8127;60+;1;367
2021-01-24;8127;60+;2;322
2021-01-25;8127;18-59;1;118
2021-01-25;8127;18-59;2;50
2021-01-25;8127;60+;1;295
2021-01-25;8127;60+;2;270
2021-01-26;8127;18-59;1;72
2021-01-26;8127;18-59;2;99
2021-01-26;8127;60+;1;310
2021-01-26;8127;60+;2;347
2021-01-27;8127;18-59;1;202
2021-01-27;8127;18-59;2;100
2021-01-27;8127;60+;1;322
2021-01-27;8127;60+;2;360
2021-01-28;8127;12-17;1;6
2021-01-28;8127;18-59;1;164
2021-01-28;8127;18-59;2;81
2021-01-28;8127;60+;1;264
2021-01-28;8127;60+;2;327
2021-01-29;8127;18-59;1;134
2021-01-29;8127;18-59;2;118
2021-01-29;8127;60+;1;239
2021-01-29;8127;60+;2;370
2021-01-30;8127;18-59;1;121
2021-01-30;8127;18-59;2;113
2021-01-30;8127;60+;1;248
2021-01-30;8127;60+;2;365
2021-01-31;8127;18-59;1;62
2021-01-31;8127;18-59;2;197
2021-01-31;8127;60+;1;219
2021-01-31;8127;60+;2;410
2021-02-01;8127;12-17;2;5
2021-02-01;8127;18-59;1;73
2021-02-01;8127;18-59;2;93
2021-02-01;8127;60+;1;280
2021-02-01;8127;60+;2;356
2021-02-02;8127;18-59;1;53
2021-02-02;8127;18-59;2;128
2021-02-02;8127;60+;1;282
2021-02-02;8127;60+;2;399
2021-02-03;8127;18-59;1;83
2021-02-03;8127;18-59;2;111
2021-02-03;8127;60+;1;264
2021-02-03;8127;60+;2;418
2021-02-04;8127;12-17;2;5
2021-02-04;8127;18-59;1;57
2021-02-04;8127;18-59;2;106
2021-02-04;8127;60+;1;272
2021-02-04;8127;60+;2;429
2021-02-05;8127;18-59;1;204
2021-02-05;8127;18-59;2;158
2021-02-05;8127;60+;1;249
2021-02-05;8127;60+;2;544
2021-02-06;8127;18-59;1;90
2021-02-06;8127;18-59;2;183
2021-02-06;8127;60+;1;252
2021-02-06;8127;60+;2;490
2021-02-07;8127;18-59;1;97
2021-02-07;8127;18-59;2;190
2021-02-07;8127;60+;1;292
2021-02-07;8127;60+;2;496
2021-02-08;8127;18-59;1;73
2021-02-08;8127;18-59;2;59
2021-02-08;8127;60+;1;273
2021-02-08;8127;60+;2;363
2021-02-09;8127;18-59;1;192
2021-02-09;8127;18-59;2;98
2021-02-09;8127;60+;1;211
2021-02-09;8127;60+;2;381
2021-02-10;8127;18-59;1;74
2021-02-10;8127;18-59;2;74
2021-02-10;8127;60+;1;281
2021-02-10;8127;60+;2;394
2021-02-11;8127;12-17;1;6
2021-02-11;8127;18-59;1;119
2021-02-11;8127;18-59;2;64
2021-02-11;8127;60+;1;318
2021-02-11;8127;60+;2;246
2021-02-12;8127;18-59;1;191
2021-02-12;8127;18-59;2;141
2021-02-12;8127;60+;1;210
2021-02-12;8127;60+;2;467
2021-02-13;8127;18-59;1;89
2021-02-13;8127;18-59;2;264
2021-02-13;8127;60+;1;270
2021-02-13;8127;60+;2;409
2021-02-14;8127;18-59;1;198
2021-02-14;8127;18-59;2;137
2021-02-14;8127;60+;1;316
2021-02-14;8127;60+;2;403
2021-02-15;8127;18-59;1;103
2021-02-15;8127;18-59;2;110
2021-02-15;8127;60+;1;304
2021-02-15;8127;60+;2;260
2021-02-16;8127;12-17;2;6
2021-02-16;8127;18-59;1;89
2021-02-16;8127;18-59;2;64
2021-02-16;8127;60+;1;325
2021-02-16;8127;60+;2;303
2021-02-17;8127;18-59;1;103
2021-02-17;8127;18-59;2;119
2021-02-17;8127;60+;1;336
2021-02-17;8127;60+;2;290
2021-02-18;8127;18-59;1;80
2021-02-18;8127;18-59;2;158
2021-02-18;8127;60+;1;348
2021-02-18;8127;60+;2;255
2021-02-19;8127;18-59;1;69
2021-02-19;8127;18-59;2;197
2021-02-19;8127;60+;1;392
2021-02-19;8127;60+;2;251
2021-02-20;8127;12-17;1;5
2021-02-20;8127;18-59;1;192
2021-02-20;8127;18-59;2;122
2021-02-20;8127;60+;1;360
2021-02-20;8127;60+;2;260
2021-02-21;8127;18-59;1;141
2021-02-21;8127;18-59;2;66
2021-02-21;8127;60+;1;436
2021-02-21;8127;60+;2;233
2021-02-22;8127;18-59;1;137
2021-02-22;8127;18-59;2;74
2021-02-22;8127;60+;1;332
2021-02-22;8127;60+;2;275
2021-02-23;8127;18-59;1;54
2021-02-23;8127;18-59;2;51
2021-02-23;8127;60+;1;351
2021-02-23;8127;60+;2;272
2021-02-24;8127;12-17;2;5
2021-02-24;8127;18-59;1;140
2021-02-24;8127;18-59;2;78
2021-02-24;8127;60+;1;369
2021-02-24;8127;60+;2;236
2021-02-25;8127;18-59;1;134
2021-02-25;8127;18-59;2;47
2021-02-25;8127;60+;1;375
2021-02-25;8127;60+;2;240
2021-02-26;8127;12-17;1;6
2021-02-26;8127;18-59;1;334
2021-02-26;8127;18-59;2;178
2021-02-26;8127;60+;1;494
2021-02-26;8127;60+;2;237
2021-02-27;8127;18-59;1;231
2021-02-27;8127;18-59;2;88
2021-02-27;8127;60+;1;528
2021-02-27;8127;60+;2;246
2021-02-28;8127;18-59;1;88
2021-02-28;8127;18-59;2;86
2021-02-28;8127;60+;1;359
2021-02-28;8127;60+;2;279
2021-03-01;8127;18-59;1;82
2021-03-01;8127;18-59;2;20
2021-03-01;8127;60+;1;501
2021-03-01;8127;60+;2;121
2021-03-02;8127;18-59;1;111
2021-03-02;8127;18-59;2;127
2021-03-02;8127;60+;1;477
2021-03-02;8127;60+;2;149
2021-03-03;8127;18-59;1;126
2021-03-03;8127;18-59;2;33
2021-03-03;8127;60+;1;535
2021-03-03;8127;60+;2;153
2021-03-04;8127;18-59;1;53
2021-03-04;8127;18-59;2;37
2021-03-04;8127;60+;1;424
2021-03-04;8127;60+;2;156
2021-03-05;8127;12-17;1;5
2021-03-05;8127;18-59;1;568
2021-03-05;8127;18-59;2;134
2021-03-05;8127;60+;1;598
2021-03-05;8127;60+;2;160
2021-03-06;8127;18-59;1;572
2021-03-06;8127;18-59;2;64
2021-03-06;8127;60+;1;644
2021-03-06;8127;60+;2;157
2021-03-07;8127;18-59;1;414
2021-03-07;8127;18-59;2;59
2021-03-07;8127;60+;1;575
2021-03-07;8127;60+;2;238
2021-03-08;8127;12-17;2;5
2021-03-08;8127;18-59;1;115
2021-03-08;8127;18-59;2;141
2021-03-08;8127;60+;1;386
2021-03-08;8127;60+;2;391
2021-03-09;8127;18-59;1;96
2021-03-09;8127;18-59;2;140
2021-03-09;8127;60+;1;397
2021-03-09;8127;60+;2;331
2021-03-10;8127;12-17;1;6
2021-03-10;8127;18-59;1;123
2021-03-10;8127;18-59;2;137
2021-03-10;8127;60+;1;391
2021-03-10;8127;60+;2;420
2021-03-11;8127;18-59;1;242
2021-03-11;8127;18-59;2;142
2021-03-11;8127;60+;1;397
2021-03-11;8127;60+;2;428
2021-01-22;8128;18-59;1;39
2021-01-22;8128;60+;1;60
2021-01-23;8128;18-59;1;27
2021-01-23;8128;60+;1;105
2021-01-24;8128;60+;1;15
2021-01-25;8128;18-59;1;24
2021-01-25;8128;60+;1;29
2021-01-26;8128;18-59;1;27
2021-01-26;8128;60+;1;22
2021-01-27;8128;18-59;1;52
2021-01-27;8128;60+;1;60
2021-01-28;8128;18-59;1;56
2021-01-28;8128;60+;1;84
2021-01-29;8128;18-59;1;33
2021-01-29;8128;60+;1;53
2021-01-30;8128;18-59;1;32
2021-01-30;8128;60+;1;70
2021-01-31;8128;18-59;1;49
2021-01-31;8128;60+;1;120
2021-02-01;8128;18-59;1;25
2021-02-01;8128;60+;1;65
2021-02-02;8128;18-59;1;30
2021-02-02;8128;60+;1;101
2021-02-03;8128;18-59;1;70
2021-02-03;8128;60+;1;89
2021-02-04;8128;18-59;1;36
2021-02-04;8128;60+;1;30
2021-02-05;8128;60+;1;15
2021-02-06;8128;18-59;1;5
2021-02-06;8128;60+;1;15
2021-02-07;8128;60+;1;14
2021-02-08;8128;18-59;1;6
2021-02-08;8128;60+;1;22
2021-02-09;8128;18-59;1;5
2021-02-09;8128;60+;1;19
2021-02-10;8128;18-59;1;77
2021-02-10;8128;60+;1;68
2021-02-11;8128;18-59;1;37
2021-02-11;8128;60+;1;29
2021-02-12;8128;18-59;1;14
2021-02-12;8128;60+;1;43
2021-02-12;8128;60+;2;9
2021-02-13;8128;18-59;2;59
2021-02-13;8128;60+;1;21
2021-02-13;8128;60+;2;140
2021-02-14;8128;18-59;1;7
2021-02-14;8128;60+;1;19
2021-02-14;8128;60+;2;11
2021-02-15;8128;18-59;2;39
2021-02-15;8128;60+;1;33
2021-02-15;8128;60+;2;18
2021-02-16;8128;18-59;1;15
2021-02-16;8128;18-59;2;10
2021-02-16;8128;60+;1;59
2021-02-16;8128;60+;2;22
2021-02-17;8128;18-59;1;14
2021-02-17;8128;18-59;2;53
2021-02-17;8128;60+;1;49
2021-02-17;8128;60+;2;66
2021-02-18;8128;18-59;1;7
2021-02-18;8128;18-59;2;59
2021-02-18;8128;60+;1;56
2021-02-18;8128;60+;2;75
2021-02-19;8128;18-59;1;143
2021-02-19;8128;18-59;2;33
2021-02-19;8128;60+;1;59
2021-02-19;8128;60+;2;52
2021-02-20;8128;18-59;1;11
2021-02-20;8128;18-59;2;32
2021-02-20;8128;60+;1;51
2021-02-20;8128;60+;2;68
2021-02-21;8128;18-59;1;14
2021-02-21;8128;18-59;2;47
2021-02-21;8128;60+;1;49
2021-02-21;8128;60+;2;117
2021-02-22;8128;18-59;1;16
2021-02-22;8128;18-59;2;31
2021-02-22;8128;60+;1;53
2021-02-22;8128;60+;2;61
2021-02-23;8128;18-59;1;21
2021-02-23;8128;18-59;2;27
2021-02-23;8128;60+;1;53
2021-02-23;8128;60+;2;98
2021-02-24;8128;18-59;1;25
2021-02-24;8128;18-59;2;43
2021-02-24;8128;60+;1;48
2021-02-24;8128;60+;2;30
2021-02-25;8128;18-59;1;82
2021-02-25;8128;18-59;2;36
2021-02-25;8128;60+;1;47
2021-02-25;8128;60+;2;32
2021-02-26;8128;18-59;1;91
2021-02-26;8128;18-59;2;25
2021-02-26;8128;60+;1;60
2021-02-26;8128;60+;2;72
2021-02-27;8128;18-59;1;79
2021-02-27;8128;60+;1;64
2021-02-27;8128;60+;2;15
2021-02-28;8128;18-59;1;77
2021-02-28;8128;18-59;2;5
2021-02-28;8128;60+;1;55
2021-02-28;8128;60+;2;17
2021-03-01;8128;18-59;1;194
2021-03-01;8128;60+;1;77
2021-03-01;8128;60+;2;20
2021-03-02;8128;18-59;1;146
2021-03-02;8128;18-59;2;8
2021-03-02;8128;60+;1;63
2021-03-02;8128;60+;2;20
2021-03-03;8128;18-59;1;114
2021-03-03;8128;18-59;2;74
2021-03-03;8128;60+;1;60
2021-03-03;8128;60+;2;57
2021-03-04;8128;18-59;1;75
2021-03-04;8128;18-59;2;38
2021-03-04;8128;60+;1;58
2021-03-04;8128;60+;2;34
2021-03-05;8128;18-59;1;171
2021-03-05;8128;18-59;2;12
2021-03-05;8128;60+;1;66
2021-03-05;8128;60+;2;28
2021-03-06;8128;18-59;1;89
2021-03-06;8128;18-59;2;9
2021-03-06;8128;60+;1;46
2021-03-06;8128;60+;2;24
2021-03-07;8128;18-59;1;88
2021-03-07;8128;60+;1;41
2021-03-07;8128;60+;2;30
2021-03-08;8128;18-59;1;88
2021-03-08;8128;60+;1;93
2021-03-08;8128;60+;2;24
2021-03-09;8128;18-59;1;206
2021-03-09;8128;18-59;2;6
2021-03-09;8128;60+;1;94
2021-03-09;8128;60+;2;44
2021-03-10;8128;18-59;1;156
2021-03-10;8128;18-59;2;10
2021-03-10;8128;60+;1;78
2021-03-10;8128;60+;2;45
2021-03-11;8128;12-17;1;5
2021-03-11;8128;18-59;1;155
2021-03-11;8128;18-59;2;11
2021-03-11;8128;60+;1;68
2021-03-11;8128;60+;2;44
2021-01-13;8135;18-59;1;5
2021-01-14;8135;18-59;1;26
2021-01-14;8135;60+;1;22
2021-01-15;8135;18-59;1;33
2021-01-15;8135;18-59;2;8
2021-01-15;8135;60+;1;11
2021-01-16;8135;60+;2;5
2021-01-20;8135;18-59;1;39
2021-01-20;8135;60+;1;7
2021-01-20;8135;60+;2;6
2021-01-22;8135;18-59;1;14
2021-01-22;8135;60+;1;100
2021-01-23;8135;18-59;1;17
2021-01-23;8135;60+;1;22
2021-01-24;8135;60+;1;23
2021-01-25;8135;18-59;1;15
2021-01-25;8135;60+;1;52
2021-01-26;8135;18-59;1;73
2021-01-26;8135;60+;1;53
2021-01-27;8135;12-17;1;5
2021-01-27;8135;18-59;1;30
2021-01-27;8135;60+;1;53
2021-01-28;8135;18-59;1;17
2021-01-28;8135;60+;1;43
2021-01-29;8135;18-59;1;16
2021-01-29;8135;60+;1;44
2021-01-30;8135;60+;1;22
2021-01-31;8135;60+;1;21
2021-02-01;8135;18-59;1;6
2021-02-01;8135;60+;1;17
2021-02-02;8135;18-59;1;16
2021-02-02;8135;60+;1;66
2021-02-03;8135;18-59;1;12
2021-02-03;8135;60+;1;36
2021-02-04;8135;18-59;1;26
2021-02-04;8135;60+;1;39
2021-02-05;8135;18-59;1;71
2021-02-05;8135;60+;1;33
2021-02-06;8135;60+;1;23
2021-02-07;8135;60+;1;20
2021-02-08;8135;18-59;1;30
2021-02-08;8135;60+;1;69
2021-02-09;8135;18-59;1;10
2021-02-09;8135;60+;1;43
2021-02-10;8135;18-59;1;9
2021-02-10;8135;18-59;2;5
2021-02-10;8135;60+;1;31
2021-02-11;8135;18-59;1;7
2021-02-11;8135;60+;1;23
2021-02-12;8135;18-59;1;5
2021-02-12;8135;18-59;2;5
2021-02-12;8135;60+;1;29
2021-02-12;8135;60+;2;90
2021-02-13;8135;18-59;1;5
2021-02-13;8135;18-59;2;26
2021-02-13;8135;60+;1;18
2021-02-13;8135;60+;2;28
2021-02-14;8135;60+;1;19
2021-02-14;8135;60+;2;25
2021-02-15;8135;18-59;1;12
2021-02-15;8135;18-59;2;17
2021-02-15;8135;60+;1;59
2021-02-15;8135;60+;2;47
2021-02-16;8135;18-59;1;8
2021-02-16;8135;18-59;2;68
2021-02-16;8135;60+;1;60
2021-02-16;8135;60+;2;55
2021-02-17;8135;18-59;1;10
2021-02-17;8135;18-59;2;29
2021-02-17;8135;60+;1;79
2021-02-17;8135;60+;2;54
2021-02-18;8135;18-59;1;7
2021-02-18;8135;18-59;2;28
2021-02-18;8135;60+;1;54
2021-02-18;8135;60+;2;53
2021-02-19;8135;18-59;1;15
2021-02-19;8135;18-59;2;16
2021-02-19;8135;60+;1;124
2021-02-19;8135;60+;2;41
2021-02-20;8135;18-59;1;17
2021-02-20;8135;18-59;2;7
2021-02-20;8135;60+;1;113
2021-02-20;8135;60+;2;24
2021-02-21;8135;18-59;1;9
2021-02-21;8135;18-59;2;9
2021-02-21;8135;60+;1;105
2021-02-21;8135;60+;2;30
2021-02-22;8135;18-59;1;22
2021-02-22;8135;18-59;2;9
2021-02-22;8135;60+;1;125
2021-02-22;8135;60+;2;16
2021-02-23;8135;18-59;1;26
2021-02-23;8135;18-59;2;16
2021-02-23;8135;60+;1;100
2021-02-23;8135;60+;2;69
2021-02-24;8135;18-59;1;11
2021-02-24;8135;18-59;2;17
2021-02-24;8135;60+;1;106
2021-02-24;8135;60+;2;41
2021-02-25;8135;18-59;1;92
2021-02-25;8135;18-59;2;26
2021-02-25;8135;60+;1;120
2021-02-25;8135;60+;2;40
2021-02-26;8135;18-59;1;109
2021-02-26;8135;18-59;2;68
2021-02-26;8135;60+;1;111
2021-02-26;8135;60+;2;36
2021-02-27;8135;18-59;1;171
2021-02-27;8135;60+;1;128
2021-02-27;8135;60+;2;20
2021-02-28;8135;18-59;1;163
2021-02-28;8135;60+;1;131
2021-02-28;8135;60+;2;23
2021-03-01;8135;18-59;1;157
2021-03-01;8135;18-59;2;29
2021-03-01;8135;60+;1;128
2021-03-01;8135;60+;2;70
2021-03-02;8135;18-59;1;151
2021-03-02;8135;18-59;2;8
2021-03-02;8135;60+;1;141
2021-03-02;8135;60+;2;38
2021-03-03;8135;18-59;1;163
2021-03-03;8135;18-59;2;10
2021-03-03;8135;60+;1;126
2021-03-03;8135;60+;2;35
2021-03-04;8135;18-59;1;158
2021-03-04;8135;18-59;2;5
2021-03-04;8135;60+;1;127
2021-03-04;8135;60+;2;25
2021-03-05;8135;18-59;1;203
2021-03-05;8135;18-59;2;6
2021-03-05;8135;60+;1;123
2021-03-05;8135;60+;2;32
2021-03-06;8135;18-59;1;159
2021-03-06;8135;18-59;2;7
2021-03-06;8135;60+;1;137
2021-03-06;8135;60+;2;22
2021-03-07;8135;18-59;1;137
2021-03-07;8135;18-59;2;5
2021-03-07;8135;60+;1;135
2021-03-07;8135;60+;2;16
2021-03-08;8135;18-59;1;156
2021-03-08;8135;18-59;2;7
2021-03-08;8135;60+;1;126
2021-03-08;8135;60+;2;39
2021-03-09;8135;18-59;1;147
2021-03-09;8135;18-59;2;8
2021-03-09;8135;60+;1;135
2021-03-09;8135;60+;2;48
2021-03-10;8135;18-59;1;158
2021-03-10;8135;18-59;2;11
2021-03-10;8135;60+;1;110
2021-03-10;8135;60+;2;75
2021-03-11;8135;18-59;1;141
2021-03-11;8135;18-59;2;5
2021-03-11;8135;60+;1;127
2021-03-11;8135;60+;2;57
2020-12-30;8136;60+;1;5
2021-01-03;8136;18-59;1;6
2021-01-03;8136;60+;1;5
2021-01-05;8136;60+;1;6
2021-01-06;8136;18-59;1;7
2021-01-07;8136;60+;1;9
2021-01-08;8136;18-59;1;6
2021-01-08;8136;60+;1;6
2021-01-11;8136;60+;1;7
2021-01-13;8136;60+;1;6
2021-01-18;8136;18-59;1;5
2021-01-18;8136;60+;1;6
2021-01-21;8136;18-59;1;5
2021-01-21;8136;60+;1;8
2021-01-21;8136;60+;2;7
2021-01-22;8136;18-59;1;86
2021-01-22;8136;60+;1;43
2021-01-23;8136;18-59;1;70
2021-01-23;8136;60+;1;99
2021-01-24;8136;18-59;1;118
2021-01-24;8136;60+;1;67
2021-01-25;8136;18-59;1;18
2021-01-25;8136;60+;1;84
2021-01-25;8136;60+;2;6
2021-01-26;8136;18-59;1;55
2021-01-26;8136;60+;1;44
2021-01-27;8136;18-59;1;35
2021-01-27;8136;18-59;2;10
2021-01-27;8136;60+;1;67
2021-01-28;8136;18-59;1;24
2021-01-28;8136;60+;1;98
2021-01-28;8136;60+;2;8
2021-01-29;8136;18-59;1;28
2021-01-29;8136;60+;1;37
2021-01-30;8136;18-59;1;22
2021-01-30;8136;60+;1;100
2021-01-30;8136;60+;2;8
2021-01-31;8136;18-59;1;30
2021-01-31;8136;60+;1;100
2021-02-01;8136;18-59;1;26
2021-02-01;8136;60+;1;102
2021-02-02;8136;18-59;2;6
2021-02-02;8136;60+;1;37
2021-02-02;8136;60+;2;6
2021-02-03;8136;18-59;1;5
2021-02-03;8136;60+;1;36
2021-02-03;8136;60+;2;6
2021-02-04;8136;18-59;1;8
2021-02-04;8136;60+;1;35
2021-02-05;8136;18-59;1;21
2021-02-05;8136;60+;1;36
2021-02-06;8136;18-59;1;29
2021-02-06;8136;60+;1;37
2021-02-07;8136;60+;1;37
2021-02-07;8136;60+;2;5
2021-02-08;8136;18-59;1;9
2021-02-08;8136;60+;1;31
2021-02-09;8136;18-59;1;5
2021-02-09;8136;60+;1;34
2021-02-10;8136;18-59;1;6
2021-02-10;8136;60+;1;35
2021-02-10;8136;60+;2;5
2021-02-11;8136;18-59;1;37
2021-02-11;8136;18-59;2;5
2021-02-11;8136;60+;1;49
2021-02-12;8136;18-59;1;46
2021-02-12;8136;18-59;2;74
2021-02-12;8136;60+;1;134
2021-02-12;8136;60+;2;24
2021-02-13;8136;18-59;1;49
2021-02-13;8136;18-59;2;66
2021-02-13;8136;60+;1;64
2021-02-13;8136;60+;2;70
2021-02-14;8136;18-59;1;83
2021-02-14;8136;18-59;2;124
2021-02-14;8136;60+;1;54
2021-02-14;8136;60+;2;48
2021-02-15;8136;18-59;1;13
2021-02-15;8136;18-59;2;16
2021-02-15;8136;60+;1;30
2021-02-15;8136;60+;2;75
2021-02-16;8136;18-59;1;15
2021-02-16;8136;18-59;2;50
2021-02-16;8136;60+;1;35
2021-02-16;8136;60+;2;43
2021-02-17;8136;18-59;1;90
2021-02-17;8136;18-59;2;38
2021-02-17;8136;60+;1;71
2021-02-17;8136;60+;2;61
2021-02-18;8136;18-59;1;75
2021-02-18;8136;18-59;2;19
2021-02-18;8136;60+;1;44
2021-02-18;8136;60+;2;95
2021-02-19;8136;18-59;1;131
2021-02-19;8136;18-59;2;26
2021-02-19;8136;60+;1;65
2021-02-19;8136;60+;2;41
2021-02-20;8136;18-59;1;96
2021-02-20;8136;18-59;2;18
2021-02-20;8136;60+;1;48
2021-02-20;8136;60+;2;102
2021-02-21;8136;18-59;1;87
2021-02-21;8136;18-59;2;31
2021-02-21;8136;60+;1;47
2021-02-21;8136;60+;2;94
2021-02-22;8136;18-59;1;66
2021-02-22;8136;18-59;2;34
2021-02-22;8136;60+;1;54
2021-02-22;8136;60+;2;90
2021-02-23;8136;18-59;1;97
2021-02-23;8136;18-59;2;10
2021-02-23;8136;60+;1;111
2021-02-23;8136;60+;2;41
2021-02-24;8136;18-59;1;125
2021-02-24;8136;60+;1;106
2021-02-24;8136;60+;2;38
2021-02-25;8136;18-59;1;180
2021-02-25;8136;18-59;2;7
2021-02-25;8136;60+;1;76
2021-02-25;8136;60+;2;37
2021-02-26;8136;18-59;1;226
2021-02-26;8136;18-59;2;20
2021-02-26;8136;60+;1;121
2021-02-26;8136;60+;2;37
2021-02-27;8136;18-59;1;172
2021-02-27;8136;18-59;2;27
2021-02-27;8136;60+;1;107
2021-02-27;8136;60+;2;37
2021-02-28;8136;18-59;1;218
2021-02-28;8136;60+;1;89
2021-02-28;8136;60+;2;37
2021-03-01;8136;18-59;1;177
2021-03-01;8136;18-59;2;7
2021-03-01;8136;60+;1;69
2021-03-01;8136;60+;2;40
2021-03-02;8136;18-59;1;275
2021-03-02;8136;60+;1;155
2021-03-02;8136;60+;2;37
