Impfdatum;IdLandkreis;Altersgruppe;Impfschutz;Anzahl
2020-12-27;1003;18-59;1;9
2020-12-27;1003;60+;1;19
2020-12-27;1053;18-59;1;13
2020-12-27;1053;60+;1;200
2020-12-27;1055;18-59;1;20
2020-12-27;1055;60+;1;66
2020-12-27;1056;18-59;1;65
2020-12-27;1056;60+;1;7
2020-12-27;1057;18-59;1;12
2020-12-27;1057;60+;1;72
2020-12-27;1059;18-59;1;11
2020-12-27;1059;60+;1;88
2020-12-27;1060;18-59;1;58
2020-12-27;1060;60+;1;36
2020-12-27;1061;60+;1;40
2020-12-27;1062;18-59;1;78
2020-12-27;1062;60+;1;8
2020-12-27;2000;18-59;1;183
2020-12-27;2000;60+;1;259
2020-12-27;3453;18-59;1;35
2020-12-27;3453;60+;1;66
2020-12-27;3459;18-59;1;91
2020-12-27;3459;60+;1;180
2020-12-27;4011;18-59;1;150
2020-12-27;4011;60+;1;286
2020-12-27;4012;18-59;1;42
2020-12-27;4012;60+;1;33
2020-12-27;5111;18-59;1;27
2020-12-27;5111;60+;1;154
2020-12-27;5112;18-59;1;62
2020-12-27;5112;60+;1;184
2020-12-27;5113;18-59;1;166
2020-12-27;5113;60+;1;156
2020-12-27;5116;18-59;1;38
2020-12-27;5116;60+;1;81
2020-12-27;5117;18-59;1;283
2020-12-27;5117;60+;1;251
2020-12-27;5119;18-59;1;50
2020-12-27;5119;60+;1;213
2020-12-27;5120;18-59;1;11
2020-12-27;5122;18-59;1;39
2020-12-27;5124;18-59;1;41
2020-12-27;5124;60+;1;34
2020-12-27;5154;18-59;1;75
2020-12-27;5154;60+;1;103
2020-12-27;5158;18-59;1;78
2020-12-27;5158;60+;1;89
2020-12-27;5162;18-59;1;34
2020-12-27;5162;60+;1;25
2020-12-27;5166;18-59;1;82
2020-12-27;5166;60+;1;200
2020-12-27;5170;18-59;1;10
2020-12-27;5170;60+;1;171
2020-12-27;5314;18-59;1;39
2020-12-27;5314;60+;1;61
2020-12-27;5315;18-59;1;116
2020-12-27;5315;60+;1;133
2020-12-27;5316;18-59;1;50
2020-12-27;5316;60+;1;51
2020-12-27;5334;18-59;1;41
2020-12-27;5334;60+;1;87
2020-12-27;5358;18-59;1;53
2020-12-27;5358;60+;1;46
2020-12-27;5362;18-59;1;63
2020-12-27;5362;60+;1;67
2020-12-27;5366;18-59;1;137
2020-12-27;5366;60+;1;106
2020-12-27;5370;18-59;1;91
2020-12-27;5370;60+;1;86
2020-12-27;5374;18-59;1;74
2020-12-27;5374;60+;1;223
2020-12-27;5378;18-59;1;81
2020-12-27;5378;60+;1;158
2020-12-27;5382;18-59;1;79
2020-12-27;5382;60+;1;223
2020-12-27;5512;18-59;1;56
2020-12-27;5513;18-59;1;31
2020-12-27;5513;60+;1;136
2020-12-27;5515;18-59;1;62
2020-12-27;5515;60+;1;149
2020-12-27;5554;18-59;1;15
2020-12-27;5554;60+;1;131
2020-12-27;5558;18-59;1;88
2020-12-27;5558;60+;1;61
2020-12-27;5562;18-59;1;27
2020-12-27;5562;60+;1;173
2020-12-27;5566;18-59;1;84
2020-12-27;5566;60+;1;121
2020-12-27;5570;18-59;1;66
2020-12-27;5570;60+;1;124
2020-12-27;5711;18-59;1;48
2020-12-27;5711;60+;1;131
2020-12-27;5754;18-59;1;61
2020-12-27;5754;60+;1;86
2020-12-27;5758;18-59;1;50
2020-12-27;5758;60+;1;55
2020-12-27;5762;18-59;1;18
2020-12-27;5762;60+;1;134
2020-12-27;5766;18-59;1;44
2020-12-27;5766;60+;1;116
2020-12-27;5770;18-59;1;80
2020-12-27;5770;60+;1;110
2020-12-27;5911;18-59;1;18
2020-12-27;5911;60+;1;167
2020-12-27;5913;18-59;1;48
2020-12-27;5913;60+;1;109
2020-12-27;5914;18-59;1;75
2020-12-27;5914;60+;1;120
2020-12-27;5916;18-59;1;28
2020-12-27;5916;60+;1;58
2020-12-27;5954;18-59;1;98
2020-12-27;5954;60+;1;60
2020-12-27;5958;18-59;1;34
2020-12-27;5958;60+;1;159
2020-12-27;5962;18-59;1;23
2020-12-27;5962;60+;1;100
2020-12-27;5966;18-59;1;79
2020-12-27;5966;60+;1;45
2020-12-27;5970;18-59;1;42
2020-12-27;5970;60+;1;102
2020-12-27;5974;18-59;1;45
2020-12-27;5974;60+;1;109
2020-12-27;5978;18-59;1;57
2020-12-27;5978;60+;1;137
2020-12-27;6411;18-59;1;38
2020-12-27;6411;60+;1;46
2020-12-27;6412;18-59;1;164
2020-12-27;6412;60+;1;51
2020-12-27;6413;18-59;1;25
2020-12-27;6413;60+;1;45
2020-12-27;6414;18-59;1;104
2020-12-27;6414;60+;1;10
2020-12-27;6431;18-59;1;49
2020-12-27;6431;60+;1;109
2020-12-27;6432;18-59;1;49
2020-12-27;6432;60+;1;66
2020-12-27;6434;18-59;1;52
2020-12-27;6434;60+;1;103
2020-12-27;6435;18-59;1;62
2020-12-27;6435;60+;1;130
2020-12-27;6436;18-59;1;22
2020-12-27;6436;60+;1;64
2020-12-27;6438;18-59;1;56
2020-12-27;6438;60+;1;64
2020-12-27;6440;18-59;1;13
2020-12-27;6440;60+;1;83
2020-12-27;6531;18-59;1;11
2020-12-27;6531;60+;1;73
2020-12-27;6533;18-59;1;44
2020-12-27;6533;60+;1;72
2020-12-27;6534;18-59;1;136
2020-12-27;6534;60+;1;66
2020-12-27;6535;18-59;1;27
2020-12-27;6535;60+;1;61
2020-12-27;6611;18-59;1;23
2020-12-27;6611;60+;1;98
2020-12-27;6631;18-59;1;47
2020-12-27;6631;60+;1;136
2020-12-27;6632;60+;1;78
2020-12-27;6634;18-59;1;36
2020-12-27;6634;60+;1;62
2020-12-27;6635;18-59;1;38
2020-12-27;6635;60+;1;143
2020-12-27;6636;18-59;1;69
2020-12-27;6636;60+;1;60
2020-12-27;7315;18-59;1;506
2020-12-27;7315;60+;1;744
2020-12-27;8111;18-59;1;501
2020-12-27;8111;60+;1;530
2020-12-27;8127;18-59;1;11
2020-12-27;8127;60+;1;13
2020-12-27;8215;18-59;1;49
2020-12-27;8215;60+;1;99
2020-12-27;8221;18-59;1;317
2020-12-27;8221;60+;1;87
2020-12-27;8222;18-59;1;53
2020-12-27;8222;60+;1;109
2020-12-27;8311;18-59;1;352
2020-12-27;8311;60+;1;111
2020-12-27;8317;18-59;1;219
2020-12-27;8317;60+;1;137
2020-12-27;8421;60+;1;33
2020-12-27;9162;18-59;1;42
2020-12-27;9162;60+;1;10
2020-12-27;9163;60+;1;98
2020-12-27;9171;18-59;1;26
2020-12-27;9171;60+;1;49
2020-12-27;9173;18-59;1;10
2020-12-27;9173;60+;1;13
2020-12-27;9174;18-59;1;18
2020-12-27;9174;60+;1;40
2020-12-27;9175;60+;1;52
2020-12-27;9178;18-59;1;34
2020-12-27;9178;60+;1;56
2020-12-27;9183;18-59;1;10
2020-12-27;9183;60+;1;56
2020-12-27;9184;18-59;1;24
2020-12-27;9184;60+;1;74
2020-12-27;9185;60+;1;49
2020-12-27;9188;18-59;1;106
2020-12-27;9188;60+;1;60
2020-12-27;9190;18-59;1;18
2020-12-27;9190;60+;1;9
2020-12-27;9262;18-59;1;6
2020-12-27;9262;60+;1;79
2020-12-27;9263;18-59;1;10
2020-12-27;9273;18-59;1;52
2020-12-27;9273;60+;1;66
2020-12-27;9275;18-59;1;9
2020-12-27;9275;60+;1;83
2020-12-27;9277;18-59;1;30
2020-12-27;9277;60+;1;42
2020-12-27;9279;18-59;1;31
2020-12-27;9279;60+;1;77
2020-12-27;9361;18-59;1;22
2020-12-27;9361;60+;1;91
2020-12-27;9362;18-59;1;57
2020-12-27;9362;60+;1;66
2020-12-27;9363;18-59;1;9
2020-12-27;9363;60+;1;106
2020-12-27;9371;18-59;1;32
2020-12-27;9371;60+;1;56
2020-12-27;9372;18-59;1;18
2020-12-27;9372;60+;1;75
2020-12-27;9375;18-59;1;24
2020-12-27;9375;60+;1;6
2020-12-27;9377;18-59;1;13
2020-12-27;9377;60+;1;75
2020-12-27;9461;18-59;1;35
2020-12-27;9461;60+;1;55
2020-12-27;9561;60+;1;31
2020-12-27;9562;18-59;1;43
2020-12-27;9562;60+;1;21
2020-12-27;9563;18-59;1;34
2020-12-27;9563;60+;1;37
2020-12-27;9565;60+;1;36
2020-12-27;9572;18-59;1;25
2020-12-27;9574;60+;1;72
2020-12-27;9575;18-59;1;16
2020-12-27;9575;60+;1;20
2020-12-27;9661;18-59;1;26
2020-12-27;9661;60+;1;5
2020-12-27;9662;18-59;1;60
2020-12-27;9662;60+;1;115
2020-12-27;9663;18-59;1;39
2020-12-27;9671;18-59;1;47
2020-12-27;9671;60+;1;45
2020-12-27;9673;18-59;1;5
2020-12-27;9673;60+;1;89
2020-12-27;9674;18-59;1;28
2020-12-27;9674;60+;1;74
2020-12-27;9675;18-59;1;56
2020-12-27;9675;60+;1;35
2020-12-27;9676;18-59;1;35
2020-12-27;9676;60+;1;62
2020-12-27;9761;18-59;1;49
2020-12-27;9761;60+;1;50
2020-12-27;9762;18-59;1;27
2020-12-27;9762;60+;1;73
2020-12-27;9772;18-59;1;8
2020-12-27;9772;60+;1;6
2020-12-27;9773;60+;1;18
2020-12-27;9774;18-59;1;20
2020-12-27;9774;60+;1;5
2020-12-27;9776;18-59;1;17
2020-12-27;9776;60+;1;48
2020-12-27;9777;18-59;1;38
2020-12-27;9777;60+;1;61
2020-12-27;9780;18-59;1;10
2020-12-27;9780;60+;1;5
2020-12-29;1001;18-59;1;18
2020-12-29;1001;60+;1;5
2020-12-30;01001;18-59;1;29
2020-12-30;1001;60+;1;7
2021-01-04;1001;18-59;1;66
2021-01-04;1001;60+;1;68
2021-01-05;1001;18-59;1;110
2021-01-05;1001;60+;1;61
2021-01-06;1001;18-59;1;54
2021-01-06;1001;60+;1;55
2021-01-07;1001;18-59;1;75
2021-01-07;1001;60+;1;50
2021-01-08;1001;18-59;1;77
2021-01-08;1001;60+;1;59
2021-01-09;1001;18-59;1;23
2021-01-09;1001;60+;1;51
2021-01-10;1001;18-59;1;29
2021-01-10;1001;60+;1;40
2021-01-11;1001;18-59;1;139
2021-01-11;1001;60+;1;64
2021-01-12;1001;18-59;1;182
2021-01-12;1001;60+;1;175
2021-01-13;1001;18-59;1;137
2021-01-13;1001;60+;1;138
2021-01-14;1001;18-59;1;150
2021-01-14;1001;60+;1;165
2021-01-15;1001;18-59;1;170
2021-01-15;1001;60+;1;152
2021-01-16;1001;18-59;1;56
2021-01-16;1001;60+;1;112
2021-01-17;1001;18-59;1;62
2021-01-17;1001;60+;1;80
2021-01-18;1001;18-59;1;143
2021-01-18;1001;60+;1;140
2021-01-19;1001;18-59;1;174
2021-01-19;1001;60+;1;136
2021-01-20;1001;18-59;1;72
2021-01-20;1001;60+;1;103
2021-01-21;1001;18-59;1;51
2021-01-21;1001;18-59;2;12
2021-01-21;1001;60+;1;55
2021-01-21;1001;60+;2;57
2021-01-22;1001;18-59;1;36
2021-01-22;1001;60+;1;106
2021-01-23;1001;18-59;1;19
2021-01-23;1001;60+;1;43
2021-01-24;1001;18-59;1;15
2021-01-24;1001;60+;1;50
2021-01-25;1001;18-59;1;21
2021-01-25;1001;18-59;2;26
2021-01-25;1001;60+;1;19
2021-01-25;1001;60+;2;86
2021-01-26;1001;18-59;1;13
2021-01-26;1001;18-59;2;18
2021-01-26;1001;60+;1;8
2021-01-26;1001;60+;2;83
2021-01-27;1001;18-59;1;23
2021-01-27;1001;18-59;2;20
2021-01-27;1001;60+;1;32
2021-01-27;1001;60+;2;50
2021-01-28;1001;18-59;1;20
2021-01-28;1001;18-59;2;27
2021-01-28;1001;60+;1;6
2021-01-28;1001;60+;2;83
2021-01-29;1001;18-59;1;21
2021-01-29;1001;18-59;2;32
2021-01-29;1001;60+;1;6
2021-01-29;1001;60+;2;96
2021-01-30;1001;18-59;1;5
2021-01-30;1001;18-59;2;19
2021-01-30;1001;60+;2;56
2021-01-31;1001;18-59;2;30
2021-01-31;1001;60+;2;42
2021-02-01;1001;18-59;1;20
2021-02-01;1001;18-59;2;41
2021-02-01;1001;60+;1;10
2021-02-01;1001;60+;2;113
2021-02-02;1001;18-59;1;27
2021-02-02;1001;18-59;2;60
2021-02-02;1001;60+;1;5
2021-02-02;1001;60+;2;136
2021-02-03;1001;18-59;1;35
2021-02-03;1001;18-59;2;64
2021-02-03;1001;60+;1;14
2021-02-03;1001;60+;2;123
2021-02-04;1001;18-59;1;27
2021-02-04;1001;18-59;2;29
2021-02-04;1001;60+;1;59
2021-02-04;1001;60+;2;63
2021-02-05;1001;18-59;1;14
2021-02-05;1001;18-59;2;44
2021-02-05;1001;60+;1;11
2021-02-05;1001;60+;2;95
2021-02-06;1001;18-59;1;25
2021-02-06;1001;18-59;2;25
2021-02-06;1001;60+;1;8
2021-02-06;1001;60+;2;97
2021-02-07;1001;18-59;1;35
2021-02-07;1001;18-59;2;17
2021-02-07;1001;60+;1;53
2021-02-07;1001;60+;2;52
2021-02-08;1001;18-59;1;38
2021-02-08;1001;18-59;2;68
2021-02-08;1001;60+;1;68
2021-02-08;1001;60+;2;58
2021-02-09;1001;18-59;1;27
2021-02-09;1001;18-59;2;138
2021-02-09;1001;60+;1;49
2021-02-09;1001;60+;2;88
2021-02-10;1001;18-59;1;19
2021-02-10;1001;18-59;2;99
2021-02-10;1001;60+;2;85
2021-02-11;1001;18-59;1;76
2021-02-11;1001;18-59;2;90
2021-02-11;1001;60+;1;23
2021-02-11;1001;60+;2;99
2021-02-12;1001;12-17;1;5
2021-02-12;1001;18-59;1;108
2021-02-12;1001;18-59;2;76
2021-02-12;1001;60+;1;15
2021-02-12;1001;60+;2;89
2021-02-13;1001;18-59;1;30
2021-02-13;1001;18-59;2;54
2021-02-13;1001;60+;1;5
2021-02-13;1001;60+;2;147
2021-02-14;1001;18-59;1;7
2021-02-14;1001;18-59;2;55
2021-02-14;1001;60+;1;11
2021-02-14;1001;60+;2;110
2021-02-15;1001;18-59;1;84
2021-02-15;1001;18-59;2;149
2021-02-15;1001;60+;1;75
2021-02-15;1001;60+;2;56
2021-02-16;1001;18-59;1;131
2021-02-16;1001;18-59;2;172
2021-02-16;1001;60+;1;94
2021-02-16;1001;60+;2;88
2021-02-17;1001;18-59;1;123
2021-02-17;1001;18-59;2;75
2021-02-17;1001;60+;1;84
2021-02-17;1001;60+;2;34
2021-02-18;1001;18-59;1;83
2021-02-18;1001;18-59;2;103
2021-02-18;1001;60+;1;81
2021-02-18;1001;60+;2;75
2021-02-19;1001;18-59;1;61
2021-02-19;1001;18-59;2;131
2021-02-19;1001;60+;1;68
2021-02-19;1001;60+;2;55
2021-02-20;1001;18-59;1;142
2021-02-20;1001;18-59;2;63
2021-02-20;1001;60+;1;92
2021-02-20;1001;60+;2;65
2021-02-21;1001;18-59;1;111
2021-02-21;1001;18-59;2;51
2021-02-21;1001;60+;1;85
2021-02-21;1001;60+;2;81
2021-02-22;1001;18-59;1;59
2021-02-22;1001;18-59;2;123
2021-02-22;1001;60+;1;75
2021-02-22;1001;60+;2;51
2021-02-23;1001;18-59;1;112
2021-02-23;1001;18-59;2;159
2021-02-23;1001;60+;1;85
2021-02-23;1001;60+;2;28
2021-02-24;1001;18-59;1;67
2021-02-24;1001;18-59;2;44
2021-02-24;1001;60+;1;71
2021-02-24;1001;60+;2;19
2021-02-25;1001;18-59;1;66
2021-02-25;1001;18-59;2;83
2021-02-25;1001;60+;1;76
2021-02-25;1001;60+;2;24
2021-02-26;1001;12-17;1;5
2021-02-26;1001;18-59;1;51
2021-02-26;1001;18-59;2;47
2021-02-26;1001;60+;1;68
2021-02-26;1001;60+;2;24
2021-02-27;1001;18-59;1;57
2021-02-27;1001;18-59;2;12
2021-02-27;1001;60+;1;62
2021-02-28;1001;18-59;1;45
2021-02-28;1001;18-59;2;9
2021-02-28;1001;60+;1;64
2021-03-01;1001;18-59;1;117
2021-03-01;1001;18-59;2;38
2021-03-01;1001;60+;1;180
2021-03-01;1001;60+;2;69
2021-03-02;1001;18-59;1;71
2021-03-02;1001;18-59;2;29
2021-03-02;1001;60+;1;156
2021-03-02;1001;60+;2;60
2021-03-03;1001;18-59;1;127
2021-03-03;1001;18-59;2;49
2021-03-03;1001;60+;1;227
2021-03-03;1001;60+;2;30
2021-03-04;1001;18-59;1;78
2021-03-04;1001;18-59;2;34
2021-03-04;1001;60+;1;186
2021-03-04;1001;60+;2;11
2021-03-05;1001;18-59;1;212
2021-03-05;1001;18-59;2;11
2021-03-05;1001;60+;1;229
2021-03-06;1001;18-59;1;193
2021-03-06;1001;60+;1;187
2021-03-07;1001;18-59;1;87
2021-03-07;1001;60+;1;168
2021-03-08;1001;12-17;2;5
2021-03-08;1001;18-59;1;103
2021-03-08;1001;18-59;2;35
2021-03-08;1001;60+;1;187
2021-03-08;1001;60+;2;89
2021-03-09;1001;12-17;1;5
2021-03-09;1001;18-59;1;154
2021-03-09;1001;18-59;2;6
2021-03-09;1001;60+;1;234
2021-03-09;1001;60+;2;15
2021-03-10;1001;18-59;1;213
2021-03-10;1001;60+;1;231
2021-03-11;1001;18-59;1;162
2021-03-11;1001;60+;1;225
2020-12-28;1002;18-59;1;33
2020-12-28;1002;60+;1;84
2020-12-29;1002;18-59;1;301
2020-12-29;1002;60+;1;96
2020-12-30;1002;18-59;1;283
2020-12-30;1002;60+;1;101
2020-12-31;1002;18-59;1;343
2020-12-31;1002;60+;1;96
2021-01-01;1002;18-59;1;12
2021-01-01;1002;60+;1;101
2021-01-02;1002;18-59;1;254
2021-01-02;1002;60+;1;72
2021-01-03;1002;18-59;1;9
2021-01-03;1002;60+;1;42
2021-01-04;1002;18-59;1;33
2021-01-04;1002;60+;1;64
2021-01-05;1002;18-59;1;284
2021-01-05;1002;60+;1;76
2021-01-06;1002;18-59;1;313
2021-01-06;1002;60+;1;156
2021-01-07;1002;18-59;1;319
2021-01-07;1002;60+;1;182
2021-01-08;1002;18-59;1;382
2021-01-08;1002;60+;1;183
2021-01-09;1002;18-59;1;71
2021-01-09;1002;60+;1;171
2021-01-10;1002;18-59;1;35
2021-01-10;1002;60+;1;183
2021-01-11;1002;18-59;1;137
2021-01-11;1002;60+;1;307
2021-01-12;1002;18-59;1;361
2021-01-12;1002;60+;1;229
2021-01-13;1002;18-59;1;469
2021-01-13;1002;60+;1;270
2021-01-14;1002;18-59;1;371
2021-01-14;1002;60+;1;289
2021-01-15;1002;18-59;1;471
2021-01-15;1002;60+;1;273
2021-01-16;1002;18-59;1;98
2021-01-16;1002;60+;1;144
2021-01-17;1002;18-59;1;135
2021-01-17;1002;60+;1;249
2021-01-18;1002;18-59;1;162
2021-01-18;1002;60+;1;230
2021-01-19;1002;18-59;1;87
2021-01-19;1002;18-59;2;27
2021-01-19;1002;60+;1;165
2021-01-19;1002;60+;2;89
2021-01-20;1002;12-17;1;6
2021-01-20;1002;18-59;1;66
2021-01-20;1002;60+;1;149
2021-01-21;1002;18-59;1;45
2021-01-21;1002;60+;1;139
2021-01-22;1002;18-59;1;72
2021-01-22;1002;60+;1;182
2021-01-23;1002;18-59;1;42
2021-01-23;1002;60+;1;91
2021-01-24;1002;18-59;1;36
2021-01-24;1002;60+;1;82
2021-01-25;1002;18-59;1;41
2021-01-25;1002;18-59;2;9
2021-01-25;1002;60+;1;79
2021-01-25;1002;60+;2;51
2021-01-26;1002;18-59;1;73
2021-01-26;1002;18-59;2;22
2021-01-26;1002;60+;1;97
2021-01-26;1002;60+;2;57
2021-01-27;1002;18-59;1;5
2021-01-27;1002;18-59;2;15
2021-01-27;1002;60+;2;55
2021-01-28;1002;18-59;1;73
2021-01-28;1002;18-59;2;29
2021-01-28;1002;60+;1;24
2021-01-28;1002;60+;2;110
2021-01-29;1002;18-59;1;103
2021-01-29;1002;18-59;2;35
2021-01-29;1002;60+;1;40
2021-01-29;1002;60+;2;139
2021-01-30;1002;18-59;1;35
2021-01-30;1002;18-59;2;34
2021-01-30;1002;60+;1;9
2021-01-30;1002;60+;2;160
2021-01-31;1002;18-59;1;8
2021-01-31;1002;18-59;2;11
2021-01-31;1002;60+;2;50
2021-02-01;1002;18-59;1;86
2021-02-01;1002;18-59;2;55
2021-02-01;1002;60+;1;139
2021-02-01;1002;60+;2;55
2021-02-02;1002;18-59;1;35
2021-02-02;1002;18-59;2;326
2021-02-02;1002;60+;1;13
2021-02-02;1002;60+;2;146
2021-02-03;1002;18-59;1;66
2021-02-03;1002;18-59;2;280
2021-02-03;1002;60+;1;89
2021-02-03;1002;60+;2;85
2021-02-04;1002;18-59;1;60
2021-02-04;1002;18-59;2;301
2021-02-04;1002;60+;1;22
2021-02-04;1002;60+;2;159
2021-02-05;1002;18-59;1;40
2021-02-05;1002;18-59;2;305
2021-02-05;1002;60+;1;56
2021-02-05;1002;60+;2;137
2021-02-06;1002;18-59;1;23
2021-02-06;1002;18-59;2;36
2021-02-06;1002;60+;2;154
2021-02-07;1002;18-59;1;40
2021-02-07;1002;18-59;2;31
2021-02-07;1002;60+;1;15
2021-02-07;1002;60+;2;184
2021-02-08;1002;18-59;1;37
2021-02-08;1002;18-59;2;50
2021-02-08;1002;60+;1;12
2021-02-08;1002;60+;2;152
2021-02-09;1002;18-59;1;60
2021-02-09;1002;18-59;2;308
2021-02-09;1002;60+;1;14
2021-02-09;1002;60+;2;203
2021-02-10;1002;18-59;1;68
2021-02-10;1002;18-59;2;267
2021-02-10;1002;60+;1;114
2021-02-10;1002;60+;2;100
2021-02-11;1002;18-59;1;98
2021-02-11;1002;18-59;2;352
2021-02-11;1002;60+;1;71
2021-02-11;1002;60+;2;143
2021-02-12;1002;18-59;1;43
2021-02-12;1002;18-59;2;328
2021-02-12;1002;60+;1;12
2021-02-12;1002;60+;2;155
2021-02-13;1002;18-59;1;79
2021-02-13;1002;18-59;2;48
2021-02-13;1002;60+;1;30
2021-02-13;1002;60+;2;215
2021-02-14;1002;18-59;1;24
2021-02-14;1002;18-59;2;81
2021-02-14;1002;60+;1;10
2021-02-14;1002;60+;2;190
2021-02-15;1002;18-59;1;52
2021-02-15;1002;18-59;2;118
2021-02-15;1002;60+;1;74
2021-02-15;1002;60+;2;142
2021-02-16;1002;18-59;1;72
2021-02-16;1002;18-59;2;380
2021-02-16;1002;60+;1;77
2021-02-16;1002;60+;2;138
2021-02-17;1002;18-59;1;78
2021-02-17;1002;18-59;2;407
2021-02-17;1002;60+;1;77
2021-02-17;1002;60+;2;148
2021-02-18;1002;18-59;1;75
2021-02-18;1002;18-59;2;341
2021-02-18;1002;60+;1;84
2021-02-18;1002;60+;2;158
2021-02-19;1002;18-59;1;130
2021-02-19;1002;18-59;2;408
2021-02-19;1002;60+;1;148
2021-02-19;1002;60+;2;90
2021-02-20;1002;18-59;1;56
2021-02-20;1002;18-59;2;104
2021-02-20;1002;60+;1;72
2021-02-20;1002;60+;2;76
2021-02-21;1002;18-59;1;55
2021-02-21;1002;18-59;2;61
2021-02-21;1002;60+;1;85
2021-02-21;1002;60+;2;128
2021-02-22;1002;18-59;1;120
2021-02-22;1002;18-59;2;146
2021-02-22;1002;60+;1;82
2021-02-22;1002;60+;2;119
2021-02-23;1002;18-59;1;410
2021-02-23;1002;18-59;2;99
2021-02-23;1002;60+;1;113
2021-02-23;1002;60+;2;147
2021-02-24;1002;18-59;1;120
2021-02-24;1002;18-59;2;112
2021-02-24;1002;60+;1;75
2021-02-24;1002;60+;2;41
2021-02-25;1002;12-17;2;5
2021-02-25;1002;18-59;1;143
2021-02-25;1002;18-59;2;92
2021-02-25;1002;60+;1;79
2021-02-25;1002;60+;2;114
2021-02-26;1002;12-17;1;6
2021-02-26;1002;18-59;1;218
2021-02-26;1002;18-59;2;108
2021-02-26;1002;60+;1;92
2021-02-26;1002;60+;2;37
2021-02-27;1002;18-59;1;41
2021-02-27;1002;18-59;2;34
2021-02-27;1002;60+;1;71
2021-02-28;1002;18-59;1;45
2021-02-28;1002;18-59;2;22
2021-02-28;1002;60+;1;68
2021-03-01;1002;18-59;1;196
2021-03-01;1002;18-59;2;52
2021-03-01;1002;60+;1;277
2021-03-01;1002;60+;2;111
2021-03-02;1002;18-59;1;466
2021-03-02;1002;18-59;2;107
2021-03-02;1002;60+;1;269
2021-03-02;1002;60+;2;28
2021-03-03;1002;18-59;1;499
2021-03-03;1002;18-59;2;15
2021-03-03;1002;60+;1;325
2021-03-03;1002;60+;2;5
2021-03-04;1002;18-59;1;174
2021-03-04;1002;18-59;2;81
2021-03-04;1002;60+;1;259
2021-03-04;1002;60+;2;40
2021-03-05;1002;12-17;1;5
2021-03-05;1002;18-59;1;261
2021-03-05;1002;18-59;2;68
2021-03-05;1002;60+;1;279
2021-03-05;1002;60+;2;25
2021-03-06;1002;18-59;1;126
2021-03-06;1002;60+;1;253
2021-03-07;1002;18-59;1;120
2021-03-07;1002;18-59;2;11
2021-03-07;1002;60+;1;256
2021-03-08;1002;18-59;1;154
2021-03-08;1002;18-59;2;26
2021-03-08;1002;60+;1;286
2021-03-08;1002;60+;2;52
2021-03-09;1002;18-59;1;421
2021-03-09;1002;18-59;2;47
2021-03-09;1002;60+;1;295
2021-03-09;1002;60+;2;41
2021-03-10;1002;18-59;1;252
2021-03-10;1002;18-59;2;9
2021-03-10;1002;60+;1;339
2021-03-11;1002;12-17;1;11
2021-03-11;1002;18-59;1;638
2021-03-11;1002;18-59;2;7
2021-03-11;1002;60+;1;326
2021-03-11;1002;60+;2;5
2020-12-28;1003;18-59;1;40
2020-12-28;1003;60+;1;228
2020-12-29;1003;18-59;1;46
2020-12-29;1003;60+;1;186
2020-12-30;1003;18-59;1;61
2020-12-30;1003;60+;1;159
2020-12-31;1003;18-59;1;83
2020-12-31;1003;60+;1;203
2021-01-01;1003;18-59;1;31
2021-01-01;1003;60+;1;179
2021-01-02;1003;18-59;1;51
2021-01-02;1003;60+;1;119
2021-01-03;1003;18-59;1;48
2021-01-03;1003;60+;1;130
2021-01-04;1003;18-59;1;102
2021-01-04;1003;60+;1;312
2021-01-05;1003;18-59;1;114
2021-01-05;1003;60+;1;293
2021-01-06;1003;18-59;1;77
2021-01-06;1003;60+;1;316
2021-01-07;1003;18-59;1;124
2021-01-07;1003;60+;1;308
2021-01-08;1003;18-59;1;139
2021-01-08;1003;60+;1;253
2021-01-09;1003;18-59;1;135
2021-01-09;1003;60+;1;379
2021-01-10;1003;18-59;1;74
2021-01-10;1003;60+;1;316
2021-01-11;1003;18-59;1;108
2021-01-11;1003;60+;1;298
2021-01-12;1003;18-59;1;119
2021-01-12;1003;60+;1;241
2021-01-13;1003;18-59;1;116
2021-01-13;1003;60+;1;227
2021-01-14;1003;18-59;1;97
2021-01-14;1003;60+;1;268
2021-01-15;1003;18-59;1;149
2021-01-15;1003;60+;1;276
2021-01-16;1003;18-59;1;163
2021-01-16;1003;60+;1;235
2021-01-17;1003;18-59;1;158
2021-01-17;1003;60+;1;274
2021-01-18;1003;18-59;1;57
2021-01-18;1003;18-59;2;7
2021-01-18;1003;60+;1;230
2021-01-18;1003;60+;2;17
2021-01-19;1003;18-59;1;125
2021-01-19;1003;18-59;2;18
2021-01-19;1003;60+;1;210
2021-01-19;1003;60+;2;67
2021-01-20;1003;18-59;1;146
2021-01-20;1003;60+;1;212
2021-01-21;1003;18-59;1;262
2021-01-21;1003;60+;1;258
2021-01-22;1003;18-59;1;99
2021-01-22;1003;60+;1;248
2021-01-23;1003;18-59;1;40
2021-01-23;1003;60+;1;128
2021-01-24;1003;18-59;1;37
2021-01-24;1003;60+;1;134
2021-01-25;1003;12-17;1;5
2021-01-25;1003;18-59;1;92
2021-01-25;1003;18-59;2;32
2021-01-25;1003;60+;1;143
2021-01-25;1003;60+;2;94
2021-01-26;1003;18-59;1;53
2021-01-26;1003;18-59;2;36
2021-01-26;1003;60+;1;111
