date,altersklasse_covid19,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version
202115,40 - 49,not_vaccinated,32,218,1123351,2.85,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202115,40 - 49,unknown,2290,19884,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202115,50 - 59,fully_vaccinated,5,21,80378,6.22,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202115,50 - 59,partially_vaccinated,3,18,62648,4.79,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202115,50 - 59,not_vaccinated,81,430,1162517,6.97,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202115,50 - 59,unknown,2317,18044,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202115,60 - 69,fully_vaccinated,5,26,91847,5.44,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202115,60 - 69,partially_vaccinated,6,23,158810,3.78,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202115,60 - 69,not_vaccinated,70,478,721620,9.7,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202115,60 - 69,unknown,1064,9439,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202115,70 - 79,fully_vaccinated,6,42,235381,2.55,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202115,70 - 79,partially_vaccinated,7,65,196738,3.56,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202115,70 - 79,not_vaccinated,29,369,307794,9.42,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202115,70 - 79,unknown,388,4470,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202115,80+,fully_vaccinated,17,121,267953,6.34,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202115,80+,partially_vaccinated,4,122,69788,5.73,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202115,80+,not_vaccinated,37,488,122157,30.29,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202115,80+,unknown,171,3105,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202115,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202115,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202115,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202115,Unbekannt,unknown,2,13,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,0 - 9,fully_vaccinated,0,0,41,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,0 - 9,partially_vaccinated,0,0,37,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,0 - 9,not_vaccinated,14,74,880509,1.59,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,0 - 9,unknown,719,6111,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,10 - 19,fully_vaccinated,0,0,3471,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,10 - 19,partially_vaccinated,0,1,2661,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,10 - 19,not_vaccinated,1,40,847243,0.12,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,10 - 19,unknown,2108,18204,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,20 - 29,fully_vaccinated,0,2,26321,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,20 - 29,partially_vaccinated,1,10,20428,4.9,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,20 - 29,not_vaccinated,9,87,995868,0.9,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,20 - 29,unknown,2452,22293,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,30 - 39,fully_vaccinated,2,15,40863,4.89,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,30 - 39,partially_vaccinated,4,15,31247,12.8,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,30 - 39,not_vaccinated,23,168,1176130,1.96,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,30 - 39,unknown,2467,22909,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,40 - 49,fully_vaccinated,2,20,56539,3.54,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,40 - 49,partially_vaccinated,3,9,50357,5.96,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,40 - 49,not_vaccinated,34,252,1100009,3.09,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,40 - 49,unknown,2496,22380,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,50 - 59,fully_vaccinated,3,24,93988,3.19,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,50 - 59,partially_vaccinated,6,24,97979,6.12,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,50 - 59,not_vaccinated,80,510,1113576,7.18,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,50 - 59,unknown,2290,20334,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,60 - 69,fully_vaccinated,8,34,114736,6.97,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,60 - 69,partially_vaccinated,14,37,227428,6.16,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,60 - 69,not_vaccinated,65,543,630113,10.32,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,60 - 69,unknown,1094,10533,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,70 - 79,fully_vaccinated,6,48,273206,2.2,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,70 - 79,partially_vaccinated,13,78,222360,5.85,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,70 - 79,not_vaccinated,35,404,244347,14.32,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,70 - 79,unknown,410,4880,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,80+,fully_vaccinated,24,145,288748,8.31,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,80+,partially_vaccinated,2,124,60537,3.3,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,80+,not_vaccinated,35,523,110613,31.64,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,80+,unknown,159,3264,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202116,Unbekannt,unknown,2,15,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,0 - 9,fully_vaccinated,0,0,42,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,0 - 9,partially_vaccinated,0,0,43,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,0 - 9,not_vaccinated,7,81,880502,0.8,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,0 - 9,unknown,635,6746,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,10 - 19,fully_vaccinated,1,1,3921,25.5,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,10 - 19,partially_vaccinated,0,1,4585,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,10 - 19,not_vaccinated,1,41,844869,0.12,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,10 - 19,unknown,1741,19945,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,20 - 29,fully_vaccinated,1,3,29759,3.36,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,20 - 29,partially_vaccinated,3,13,31629,9.48,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,20 - 29,not_vaccinated,8,95,981229,0.82,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,20 - 29,unknown,2071,24364,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,30 - 39,fully_vaccinated,5,20,45944,10.88,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,30 - 39,partially_vaccinated,1,16,46564,2.15,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,30 - 39,not_vaccinated,17,185,1155732,1.47,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,30 - 39,unknown,2018,24927,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,40 - 49,fully_vaccinated,4,24,63931,6.26,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,40 - 49,partially_vaccinated,1,10,76934,1.3,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,40 - 49,not_vaccinated,25,277,1066040,2.35,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,40 - 49,unknown,2062,24442,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,50 - 59,fully_vaccinated,3,27,107409,2.79,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,50 - 59,partially_vaccinated,10,34,158236,6.32,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,50 - 59,not_vaccinated,32,542,1039898,3.08,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,50 - 59,unknown,1834,22168,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,60 - 69,fully_vaccinated,5,39,139940,3.57,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,60 - 69,partially_vaccinated,14,51,289166,4.84,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,60 - 69,not_vaccinated,37,580,543171,6.81,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,60 - 69,unknown,801,11334,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,70 - 79,fully_vaccinated,10,58,309720,3.23,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,70 - 79,partially_vaccinated,14,92,230892,6.06,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,70 - 79,not_vaccinated,28,432,199301,14.05,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,70 - 79,unknown,318,5198,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,80+,fully_vaccinated,19,164,305568,6.22,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,80+,partially_vaccinated,6,130,53706,11.17,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,80+,not_vaccinated,37,560,100624,36.77,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,80+,unknown,156,3420,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202117,Unbekannt,unknown,0,15,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,0 - 9,fully_vaccinated,0,0,43,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,0 - 9,partially_vaccinated,0,0,59,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,0 - 9,not_vaccinated,1,82,880485,0.11,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,0 - 9,unknown,688,7434,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,10 - 19,fully_vaccinated,0,1,4461,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,10 - 19,partially_vaccinated,0,1,8371,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,10 - 19,not_vaccinated,0,41,840543,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,10 - 19,unknown,1646,21591,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,20 - 29,fully_vaccinated,2,5,34074,5.87,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,20 - 29,partially_vaccinated,2,15,53398,3.75,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,20 - 29,not_vaccinated,5,100,955145,0.52,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,20 - 29,unknown,1664,26028,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,30 - 39,fully_vaccinated,3,23,52049,5.76,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,30 - 39,partially_vaccinated,1,17,73768,1.36,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,30 - 39,not_vaccinated,16,201,1122423,1.43,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,30 - 39,unknown,1740,26667,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,40 - 49,fully_vaccinated,5,29,72233,6.92,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,40 - 49,partially_vaccinated,3,13,116009,2.59,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,40 - 49,not_vaccinated,28,305,1018663,2.75,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,40 - 49,unknown,1814,26256,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,50 - 59,fully_vaccinated,4,31,123418,3.24,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,50 - 59,partially_vaccinated,14,48,247148,5.66,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,50 - 59,not_vaccinated,43,585,934977,4.6,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,50 - 59,unknown,1537,23705,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,60 - 69,fully_vaccinated,3,42,177705,1.69,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,60 - 69,partially_vaccinated,10,61,328613,3.04,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,60 - 69,not_vaccinated,29,609,465959,6.22,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,60 - 69,unknown,641,11975,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,70 - 79,fully_vaccinated,10,68,357478,2.8,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,70 - 79,partially_vaccinated,7,99,206687,3.39,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,70 - 79,not_vaccinated,25,457,175748,14.22,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,70 - 79,unknown,235,5433,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,80+,fully_vaccinated,9,173,321783,2.8,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,80+,partially_vaccinated,2,132,45727,4.37,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,80+,not_vaccinated,29,589,92388,31.39,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,80+,unknown,114,3534,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202118,Unbekannt,unknown,0,15,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,0 - 9,fully_vaccinated,0,0,52,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,0 - 9,partially_vaccinated,0,0,60,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,0 - 9,not_vaccinated,1,83,880475,0.11,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,0 - 9,unknown,561,7995,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,10 - 19,fully_vaccinated,0,1,5151,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,10 - 19,partially_vaccinated,1,2,12263,8.15,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,10 - 19,not_vaccinated,5,46,835961,0.6,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,10 - 19,unknown,1310,22901,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,20 - 29,fully_vaccinated,1,6,39518,2.53,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,20 - 29,partially_vaccinated,0,15,72214,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,20 - 29,not_vaccinated,5,105,930885,0.54,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,20 - 29,unknown,1240,27268,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,30 - 39,fully_vaccinated,1,24,60022,1.67,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,30 - 39,partially_vaccinated,1,18,98581,1.01,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,30 - 39,not_vaccinated,15,216,1089637,1.38,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,30 - 39,unknown,1407,28074,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,40 - 49,fully_vaccinated,4,33,84686,4.72,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,40 - 49,partially_vaccinated,2,15,149288,1.34,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,40 - 49,not_vaccinated,17,322,972931,1.75,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,40 - 49,unknown,1317,27573,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,50 - 59,fully_vaccinated,8,39,146775,5.45,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,50 - 59,partially_vaccinated,8,56,330767,2.42,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,50 - 59,not_vaccinated,29,614,828001,3.5,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,50 - 59,unknown,1131,24836,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,60 - 69,fully_vaccinated,0,42,242264,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,60 - 69,partially_vaccinated,10,71,320575,3.12,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,60 - 69,not_vaccinated,25,634,409438,6.11,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,60 - 69,unknown,485,12460,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,70 - 79,fully_vaccinated,4,72,420699,0.95,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,70 - 79,partially_vaccinated,4,103,155794,2.57,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,70 - 79,not_vaccinated,16,473,163420,9.79,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,70 - 79,unknown,146,5579,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,80+,fully_vaccinated,8,181,335515,2.38,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,80+,partially_vaccinated,0,132,36407,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,80+,not_vaccinated,15,604,87976,17.05,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,80+,unknown,76,3610,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202119,Unbekannt,unknown,0,15,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,0 - 9,fully_vaccinated,0,0,54,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,0 - 9,partially_vaccinated,0,0,64,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,0 - 9,not_vaccinated,4,87,880469,0.45,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,0 - 9,unknown,515,8510,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,10 - 19,fully_vaccinated,0,1,6358,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,10 - 19,partially_vaccinated,0,2,17734,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,10 - 19,not_vaccinated,1,47,829283,0.12,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,10 - 19,unknown,1345,24246,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,20 - 29,fully_vaccinated,1,7,48655,2.06,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,20 - 29,partially_vaccinated,1,16,97971,1.02,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,20 - 29,not_vaccinated,4,109,895991,0.45,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,20 - 29,unknown,1211,28479,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,30 - 39,fully_vaccinated,4,28,73006,5.48,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,30 - 39,partially_vaccinated,4,22,136852,2.92,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,30 - 39,not_vaccinated,10,226,1038382,0.96,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,30 - 39,unknown,1310,29384,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,40 - 49,fully_vaccinated,7,40,107697,6.5,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,40 - 49,partially_vaccinated,2,17,188884,1.06,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,40 - 49,not_vaccinated,17,339,910324,1.87,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,40 - 49,unknown,1234,28807,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,50 - 59,fully_vaccinated,0,39,192602,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,50 - 59,partially_vaccinated,9,65,386428,2.33,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,50 - 59,not_vaccinated,32,646,726513,4.4,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,50 - 59,unknown,937,25773,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,60 - 69,fully_vaccinated,7,49,332586,2.1,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,60 - 69,partially_vaccinated,3,74,275610,1.09,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,60 - 69,not_vaccinated,19,653,364081,5.22,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
202120,60 - 69,unknown,391,12851,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-10_07-50-19
